,adjective,category,created_at,id,modifier,name,price
311,aerodynamic,apparatus,2013-11-28 00:53:16,1879.0,cleaner,aerodynamic apparatus cleaner,252.0
312,aerodynamic,widget,2013-11-01 02:32:22,3838.0,,aerodynamic widget,4.199999999999999
313,prize-winning,module,2013-03-08 14:50:12,2625.0,opener,prize-winning module opener,55.00000000000001
314,prize-winning,gadget,2013-07-01 12:23:12,2635.0,opener,prize-winning gadget opener,48.95
315,industrial-strength,gadget,2013-09-21 03:37:15,2176.0,,industrial-strength gadget,267.0
316,digital,dongle,2013-09-30 16:46:40,1215.0,,digital dongle,33.0
317,,gadget,2014-02-02 21:54:31,867.0,opener,gadget opener,44.5
318,digital,mechanism,2013-11-08 09:21:15,2710.0,opener,digital mechanism opener,8.25
319,miniature,dongle,2013-10-02 05:58:35,1294.0,,miniature dongle,16.5
320,rechargable,contraption,2014-01-12 04:08:43,2170.0,how-to-manual,rechargable contraption how-to-manual,0.0
321,analog,widget,2013-04-10 19:03:53,1490.0,carrying_case,analog widget carrying_case,1.62
322,fuzzy,mechanism,2013-07-16 07:24:05,2448.0,opener,fuzzy mechanism opener,7.5
323,analog,apparatus,2013-11-09 18:40:26,3352.0,refill,analog apparatus refill,216.0
324,digital,gadget,2013-02-25 08:41:00,3846.0,opener,digital gadget opener,48.95
325,analog,contraption,2013-05-03 01:36:55,2954.0,warmer,analog contraption warmer,247.5
326,matte,tool,2013-06-22 21:04:11,2462.0,warmer,matte tool warmer,34.37500000000001
327,reflective,contraption,2013-05-28 11:07:20,2515.0,cleaner,reflective contraption cleaner,195.0
328,,device,2013-03-04 16:29:34,2379.0,wrapper,device wrapper,20.0
329,aerodynamic,device,2014-02-10 18:20:01,2483.0,warmer,aerodynamic device warmer,77.0
330,fuzzy,apparatus,2014-02-17 10:07:41,2764.0,warmer,fuzzy apparatus warmer,330.0
331,miniature,module,2013-07-03 22:01:37,301.0,,miniature module,55.00000000000001
332,fuzzy,instrument,2013-11-17 00:39:14,2881.0,,fuzzy instrument,44.0
333,organic,widget,2013-04-30 00:12:36,3563.0,refill,organic widget refill,3.6000000000000005
334,fuzzy,dongle,2013-07-01 02:46:09,2673.0,,fuzzy dongle,30.0
335,,apparatus,2013-05-31 08:55:27,2950.0,charger,apparatus charger,60.0
336,extra-strength,tool,2013-10-26 04:06:54,2995.0,how-to-manual,extra-strength tool how-to-manual,0.0
337,,mechanism,2013-04-09 20:35:10,1353.0,,mechanism,15.0
338,matte,device,2013-03-26 01:52:28,2122.0,opener,matte device opener,31.25
339,industrial-strength,contraption,2013-07-24 07:34:06,3937.0,wrapper,industrial-strength contraption wrapper,300.0
340,glossy,gadget,2013-06-27 05:08:19,768.0,,glossy gadget,106.8
341,reflective,gadget,2013-11-25 02:10:24,1338.0,refill,reflective gadget refill,92.56
342,analog,module,2013-07-20 03:42:48,3365.0,warmer,analog module warmer,99.0
343,extra-strength,gadget,2014-02-13 14:47:01,824.0,,extra-strength gadget,178.0
344,,apparatus,2013-10-05 17:54:43,2227.0,refill,apparatus refill,240.0
345,extra-strength,instrument,2013-11-01 18:49:38,316.0,,extra-strength instrument,88.0
346,organic,gadget,2013-11-10 21:44:45,179.0,charger,organic gadget charger,26.700000000000003
347,reflective,widget,2013-10-26 16:20:15,1420.0,charger,reflective widget charger,0.7800000000000001
348,miniature,contraption,2014-01-25 10:23:27,1513.0,opener,miniature contraption opener,68.75
349,aerodynamic,tool,2013-09-28 00:17:07,2199.0,carrying_case,aerodynamic tool carrying_case,21.0
350,reflective,instrument,2013-09-08 09:19:24,2507.0,warmer,reflective instrument warmer,62.92000000000001
351,organic,widget,2013-10-21 21:21:58,893.0,,organic widget,4.5
352,reflective,apparatus,2013-07-30 05:15:05,1843.0,,reflective apparatus,390.0
353,fuzzy,mechanism,2013-08-10 12:13:02,700.0,,fuzzy mechanism,15.0
354,fuzzy,apparatus,2013-10-23 16:33:55,2696.0,wrapper,fuzzy apparatus wrapper,120.0
355,glossy,device,2013-07-31 14:40:51,18.0,refill,glossy device refill,48.0
356,glossy,dongle,2013-08-08 06:30:39,3785.0,,glossy dongle,36.0
357,extra-strength,tool,2013-03-11 08:26:41,2275.0,charger,extra-strength tool charger,10.0
358,,module,2014-01-05 06:22:50,1184.0,carrying_case,module carrying_case,60.0
359,organic,device,2013-11-07 03:01:42,2042.0,,organic device,75.0
360,analog,contraption,2013-04-05 16:02:51,3197.0,,analog contraption,225.0
361,prize-winning,tool,2013-08-23 17:27:36,2044.0,,prize-winning tool,27.500000000000004
362,fuzzy,gadget,2013-08-12 22:03:15,416.0,how-to-manual,fuzzy gadget how-to-manual,0.0
363,,mechanism,2013-12-15 17:47:09,1319.0,charger,mechanism charger,3.0
364,reflective,instrument,2013-09-02 07:23:21,3898.0,,reflective instrument,57.2
365,matte,mechanism,2013-04-26 10:38:46,1170.0,storage_unit,matte mechanism storage_unit,46.875
366,organic,module,2013-12-26 04:37:38,1562.0,,organic module,150.0
367,aerodynamic,device,2014-01-11 16:53:08,390.0,,aerodynamic device,70.0
368,glossy,mechanism,2014-01-02 06:00:38,171.0,wrapper,glossy mechanism wrapper,7.199999999999999
369,glossy,module,2013-11-25 14:49:12,1850.0,,glossy module,120.0
370,fuzzy,contraption,2014-01-07 19:13:11,3476.0,opener,fuzzy contraption opener,125.0
371,rechargable,instrument,2013-11-28 12:04:43,1247.0,charger,rechargable instrument charger,11.44
372,miniature,tool,2013-09-30 19:51:45,1475.0,opener,miniature tool opener,6.875000000000001
373,miniature,widget,2013-08-15 03:31:13,190.0,,miniature widget,1.65
374,,apparatus,2013-11-01 22:29:57,3558.0,,apparatus,300.0
375,glossy,gadget,2013-08-27 04:49:01,1246.0,,glossy gadget,106.8
376,miniature,dongle,2013-10-08 16:06:45,2106.0,opener,miniature dongle opener,8.25
377,rechargable,module,2014-01-28 10:02:23,3039.0,,rechargable module,130.0
378,digital,instrument,2013-07-31 07:01:16,1913.0,,digital instrument,48.400000000000006
379,reflective,module,2013-04-02 21:29:45,2253.0,cleaner,reflective module cleaner,78.0
380,miniature,dongle,2013-05-14 11:49:09,1220.0,,miniature dongle,16.5
381,miniature,contraption,2013-08-05 02:54:44,2694.0,,miniature contraption,137.5
382,,widget,2013-04-23 19:38:07,2073.0,how-to-manual,widget how-to-manual,0.0
383,fuzzy,contraption,2013-07-10 00:05:16,418.0,,fuzzy contraption,250.0
384,glossy,module,2013-07-20 01:17:44,3794.0,,glossy module,120.0
385,miniature,module,2013-05-20 08:15:42,415.0,,miniature module,55.00000000000001
386,reflective,dongle,2013-03-27 16:43:13,2631.0,refill,reflective dongle refill,31.200000000000003
387,industrial-strength,instrument,2013-05-31 07:35:10,2668.0,how-to-manual,industrial-strength instrument how-to-manual,0.0
388,organic,module,2013-12-08 05:35:45,595.0,,organic module,150.0
389,aerodynamic,module,2013-05-07 00:06:24,3925.0,cleaner,aerodynamic module cleaner,84.0
390,industrial-strength,contraption,2013-04-12 05:18:37,649.0,,industrial-strength contraption,750.0
391,rechargable,dongle,2013-06-25 16:17:50,3798.0,carrying_case,rechargable dongle carrying_case,23.4
392,reflective,instrument,2013-10-07 17:30:50,2762.0,cleaner,reflective instrument cleaner,34.32
393,prize-winning,gadget,2013-04-04 18:39:35,2846.0,carrying_case,prize-winning gadget carrying_case,58.74
394,analog,tool,2013-10-18 13:32:31,2009.0,,analog tool,22.5
395,miniature,gadget,2013-04-10 01:20:24,1436.0,cleaner,miniature gadget cleaner,29.37
396,analog,device,2013-06-23 11:32:22,3005.0,,analog device,45.0
397,aerodynamic,instrument,2013-02-27 23:01:15,2746.0,storage_unit,aerodynamic instrument storage_unit,154.0
398,,tool,2013-05-09 02:03:30,3340.0,cleaner,tool cleaner,15.0
399,industrial-strength,apparatus,2013-08-12 22:50:37,1965.0,charger,industrial-strength apparatus charger,180.0
400,aerodynamic,dongle,2013-06-02 08:21:50,3082.0,cleaner,aerodynamic dongle cleaner,25.2
401,organic,tool,2013-04-07 19:03:53,1110.0,charger,organic tool charger,7.5
402,miniature,device,2013-06-15 03:17:28,3474.0,wrapper,miniature device wrapper,11.0
403,analog,instrument,2013-09-26 16:01:47,3301.0,charger,analog instrument charger,7.920000000000001
404,digital,dongle,2014-02-05 03:26:04,2891.0,,digital dongle,33.0
405,,device,2013-10-09 07:05:29,963.0,,device,50.0
406,fuzzy,contraption,2013-11-09 10:38:17,3955.0,opener,fuzzy contraption opener,125.0
407,industrial-strength,module,2014-02-12 10:27:07,3627.0,refill,industrial-strength module refill,240.0
408,rechargable,widget,2013-05-04 05:31:56,238.0,,rechargable widget,3.9
409,reflective,apparatus,2014-01-08 08:34:48,2210.0,,reflective apparatus,390.0
410,extra-strength,module,2014-01-11 21:59:15,3554.0,carrying_case,extra-strength module carrying_case,120.0
411,fuzzy,instrument,2014-02-18 12:15:35,3250.0,how-to-manual,fuzzy instrument how-to-manual,0.0
412,fuzzy,tool,2013-04-22 09:32:56,3703.0,wrapper,fuzzy tool wrapper,10.0
413,organic,instrument,2013-03-15 06:51:48,3086.0,,organic instrument,66.0
414,reflective,dongle,2013-10-24 03:50:47,3496.0,,reflective dongle,39.0
415,fuzzy,apparatus,2013-12-24 13:38:57,855.0,carrying_case,fuzzy apparatus carrying_case,180.0
416,fuzzy,device,2013-02-26 03:22:16,3053.0,,fuzzy device,50.0
417,digital,device,2014-02-24 00:33:06,3002.0,refill,digital device refill,44.0
418,miniature,dongle,2014-02-20 23:06:05,1084.0,carrying_case,miniature dongle carrying_case,9.9
419,,apparatus,2013-05-14 10:23:12,3090.0,,apparatus,300.0
420,matte,dongle,2013-07-28 16:00:38,3326.0,wrapper,matte dongle wrapper,15.0
421,rechargable,device,2013-08-14 21:00:54,1241.0,how-to-manual,rechargable device how-to-manual,0.0
422,industrial-strength,dongle,2013-05-02 23:23:52,3102.0,,industrial-strength dongle,90.0
423,,gadget,2013-11-08 02:53:13,2342.0,opener,gadget opener,44.5
424,digital,mechanism,2013-10-30 14:47:43,332.0,,digital mechanism,16.5
425,reflective,widget,2013-07-18 19:46:32,3788.0,,reflective widget,3.9
426,,gadget,2014-01-21 12:15:10,1192.0,refill,gadget refill,71.2
427,extra-strength,tool,2013-06-09 11:55:43,3486.0,opener,extra-strength tool opener,25.0
428,reflective,contraption,2013-05-26 04:40:19,422.0,how-to-manual,reflective contraption how-to-manual,0.0
429,matte,apparatus,2013-11-07 20:02:25,1794.0,opener,matte apparatus opener,187.5
430,aerodynamic,instrument,2013-10-19 19:35:14,1086.0,warmer,aerodynamic instrument warmer,67.76
431,glossy,module,2014-02-08 05:49:12,3240.0,how-to-manual,glossy module how-to-manual,0.0
432,analog,instrument,2013-04-22 22:02:43,729.0,,analog instrument,39.6
433,rechargable,mechanism,2013-12-13 09:27:00,2348.0,,rechargable mechanism,19.5
434,prize-winning,widget,2013-06-11 17:14:28,2655.0,carrying_case,prize-winning widget carrying_case,1.98
435,fuzzy,tool,2013-08-22 19:24:43,3862.0,,fuzzy tool,25.0
436,miniature,tool,2013-04-12 02:55:52,2410.0,warmer,miniature tool warmer,15.125000000000004
437,glossy,gadget,2014-01-24 21:21:04,1521.0,wrapper,glossy gadget wrapper,42.72
438,,module,2013-07-18 12:56:42,2370.0,cleaner,module cleaner,60.0
439,prize-winning,module,2013-09-15 04:53:57,819.0,,prize-winning module,110.0
440,miniature,tool,2013-06-27 03:50:35,113.0,refill,miniature tool refill,11.0
441,,instrument,2013-11-04 21:36:18,2805.0,,instrument,44.0
442,miniature,device,2014-01-31 19:49:54,2196.0,refill,miniature device refill,22.0
443,organic,dongle,2013-02-25 17:11:34,42.0,,organic dongle,45.0
444,prize-winning,module,2013-04-17 23:35:54,1434.0,refill,prize-winning module refill,88.0
445,aerodynamic,dongle,2013-10-26 07:56:05,2508.0,,aerodynamic dongle,42.0
446,reflective,tool,2013-11-25 02:55:42,2443.0,charger,reflective tool charger,6.5
447,aerodynamic,widget,2013-06-17 06:13:04,3623.0,,aerodynamic widget,4.199999999999999
448,glossy,device,2013-06-05 06:22:49,2519.0,cleaner,glossy device cleaner,36.0
449,matte,device,2013-07-12 13:08:12,104.0,carrying_case,matte device carrying_case,37.5
450,prize-winning,apparatus,2013-04-07 19:19:23,1804.0,cleaner,prize-winning apparatus cleaner,198.00000000000003
451,reflective,apparatus,2013-09-20 23:00:43,3370.0,charger,reflective apparatus charger,78.0
452,industrial-strength,module,2013-05-15 02:05:11,3814.0,refill,industrial-strength module refill,240.0
453,matte,mechanism,2013-03-07 00:22:07,3483.0,cleaner,matte mechanism cleaner,11.25
454,digital,gadget,2013-11-06 23:46:47,2681.0,charger,digital gadget charger,19.58
455,miniature,contraption,2013-02-22 17:01:30,3923.0,warmer,miniature contraption warmer,151.25
456,,apparatus,2013-06-26 23:50:13,2425.0,,apparatus,300.0
457,,gadget,2013-07-06 20:49:32,990.0,,gadget,89.0
458,organic,dongle,2014-01-10 19:32:16,3538.0,,organic dongle,45.0
459,matte,instrument,2014-01-11 19:12:41,3362.0,,matte instrument,55.0
460,extra-strength,apparatus,2014-01-10 18:32:57,615.0,,extra-strength apparatus,600.0
461,analog,module,2014-02-06 08:00:28,3181.0,wrapper,analog module wrapper,36.0
462,glossy,module,2013-07-31 16:13:21,1552.0,,glossy module,120.0
463,,device,2013-10-25 14:31:23,619.0,carrying_case,device carrying_case,30.0
464,reflective,contraption,2013-09-29 15:34:32,1973.0,wrapper,reflective contraption wrapper,130.0
465,prize-winning,widget,2013-04-10 05:32:28,3517.0,wrapper,prize-winning widget wrapper,1.3200000000000005
466,extra-strength,widget,2013-07-22 20:28:16,1586.0,opener,extra-strength widget opener,3.0
467,aerodynamic,device,2013-03-03 06:11:50,3332.0,carrying_case,aerodynamic device carrying_case,42.0
468,industrial-strength,mechanism,2014-01-08 05:41:07,1057.0,carrying_case,industrial-strength mechanism carrying_case,27.0
469,rechargable,tool,2013-09-16 20:24:33,1550.0,,rechargable tool,32.5
470,,contraption,2013-03-03 06:06:12,3120.0,carrying_case,contraption carrying_case,150.0
471,fuzzy,contraption,2013-03-30 13:12:51,2705.0,storage_unit,fuzzy contraption storage_unit,625.0
472,analog,device,2013-04-15 23:36:29,707.0,carrying_case,analog device carrying_case,27.0
473,aerodynamic,widget,2013-10-10 08:07:29,1556.0,,aerodynamic widget,4.199999999999999
474,analog,device,2013-07-17 02:11:31,296.0,refill,analog device refill,36.0
475,reflective,module,2013-06-12 02:33:47,2530.0,warmer,reflective module warmer,143.00000000000003
476,,module,2013-11-01 11:50:42,2054.0,,module,100.0
477,matte,instrument,2014-01-08 05:31:08,2659.0,storage_unit,matte instrument storage_unit,137.5
478,analog,instrument,2013-06-19 12:09:43,127.0,wrapper,analog instrument wrapper,15.840000000000002
479,organic,instrument,2013-05-20 12:59:56,579.0,refill,organic instrument refill,52.8
480,reflective,module,2013-12-13 15:03:48,767.0,cleaner,reflective module cleaner,78.0
481,rechargable,gadget,2014-02-17 13:39:26,826.0,,rechargable gadget,115.7
482,matte,gadget,2013-08-15 05:19:10,1473.0,opener,matte gadget opener,55.625
483,miniature,device,2013-09-05 19:22:50,480.0,opener,miniature device opener,13.750000000000002
484,aerodynamic,tool,2013-12-25 17:48:51,764.0,charger,aerodynamic tool charger,7.0
485,industrial-strength,instrument,2013-12-14 13:28:09,1747.0,how-to-manual,industrial-strength instrument how-to-manual,0.0
486,glossy,mechanism,2013-07-09 05:24:03,1655.0,,glossy mechanism,18.0
487,industrial-strength,device,2013-11-17 06:02:55,2906.0,wrapper,industrial-strength device wrapper,60.0
488,prize-winning,module,2013-05-26 10:59:29,1685.0,carrying_case,prize-winning module carrying_case,66.0
489,analog,instrument,2013-05-19 06:19:29,2916.0,carrying_case,analog instrument carrying_case,23.76
490,industrial-strength,tool,2013-12-21 15:26:22,2102.0,,industrial-strength tool,75.0
491,digital,contraption,2013-10-23 22:31:55,2363.0,wrapper,digital contraption wrapper,110.0
492,aerodynamic,contraption,2013-07-02 02:43:21,2758.0,warmer,aerodynamic contraption warmer,385.0
493,prize-winning,dongle,2013-03-14 07:05:46,2932.0,,prize-winning dongle,33.0
494,digital,widget,2013-03-16 07:51:24,2316.0,,digital widget,3.3000000000000003
495,digital,module,2013-08-15 19:55:19,409.0,warmer,digital module warmer,121.00000000000004
496,glossy,gadget,2013-07-20 19:38:56,217.0,carrying_case,glossy gadget carrying_case,64.08
497,matte,dongle,2013-11-14 02:22:03,2738.0,cleaner,matte dongle cleaner,22.5
498,fuzzy,apparatus,2013-07-31 00:38:39,1625.0,,fuzzy apparatus,300.0
499,miniature,gadget,2013-04-30 03:21:15,470.0,cleaner,miniature gadget cleaner,29.37
500,rechargable,mechanism,2013-10-20 20:06:55,2489.0,opener,rechargable mechanism opener,9.75
501,rechargable,gadget,2013-11-07 18:53:57,587.0,storage_unit,rechargable gadget storage_unit,289.25
502,digital,tool,2013-04-02 15:09:14,3809.0,,digital tool,27.500000000000004
503,rechargable,module,2013-06-01 18:18:16,290.0,,rechargable module,130.0
504,glossy,device,2013-09-12 22:52:50,1802.0,,glossy device,60.0
505,fuzzy,instrument,2013-03-02 16:34:38,3682.0,,fuzzy instrument,44.0
506,reflective,widget,2013-10-22 21:47:43,2977.0,cleaner,reflective widget cleaner,2.34
507,analog,gadget,2013-03-22 21:07:24,2685.0,storage_unit,analog gadget storage_unit,200.25
508,extra-strength,gadget,2013-07-21 04:14:33,1163.0,how-to-manual,extra-strength gadget how-to-manual,0.0
509,aerodynamic,tool,2013-04-26 02:14:58,3325.0,,aerodynamic tool,35.0
510,,module,2013-07-17 01:44:36,753.0,storage_unit,module storage_unit,250.0
511,prize-winning,dongle,2014-01-21 14:05:21,680.0,,prize-winning dongle,33.0
512,rechargable,gadget,2014-01-01 17:29:57,2843.0,carrying_case,rechargable gadget carrying_case,69.42
513,matte,dongle,2013-05-11 14:01:26,2901.0,,matte dongle,37.5
514,rechargable,dongle,2013-06-14 23:33:32,2559.0,,rechargable dongle,39.0
515,aerodynamic,instrument,2014-01-16 11:15:37,3645.0,wrapper,aerodynamic instrument wrapper,24.64
516,matte,contraption,2014-01-16 01:43:31,2169.0,,matte contraption,312.5
517,miniature,module,2013-06-18 17:57:21,765.0,,miniature module,55.00000000000001
518,extra-strength,contraption,2013-06-16 10:57:01,1083.0,,extra-strength contraption,500.0
519,glossy,dongle,2013-05-06 10:38:22,870.0,,glossy dongle,36.0
520,,tool,2013-10-01 00:44:14,725.0,wrapper,tool wrapper,10.0
521,miniature,widget,2013-07-30 11:35:27,804.0,refill,miniature widget refill,1.3200000000000005
522,glossy,gadget,2014-02-01 11:46:46,3698.0,storage_unit,glossy gadget storage_unit,267.0
523,analog,apparatus,2013-05-29 07:03:15,2301.0,storage_unit,analog apparatus storage_unit,675.0
524,,contraption,2013-10-20 06:49:15,485.0,,contraption,250.0
525,,device,2013-08-18 10:49:19,2150.0,storage_unit,device storage_unit,125.0
526,miniature,contraption,2014-01-03 15:07:40,2980.0,cleaner,miniature contraption cleaner,82.5
527,digital,mechanism,2013-04-06 06:23:53,2372.0,carrying_case,digital mechanism carrying_case,9.9
528,,module,2013-05-06 18:53:34,1227.0,warmer,module warmer,110.0
529,analog,tool,2013-04-30 13:00:35,3706.0,,analog tool,22.5
530,,widget,2013-11-24 12:14:06,519.0,wrapper,widget wrapper,1.2000000000000002
531,extra-strength,tool,2014-01-29 14:22:27,3991.0,,extra-strength tool,50.0
532,analog,widget,2013-09-29 19:37:09,2470.0,storage_unit,analog widget storage_unit,6.75
533,digital,contraption,2013-11-17 19:47:06,2233.0,,digital contraption,275.0
534,extra-strength,apparatus,2013-06-10 19:56:00,3475.0,opener,extra-strength apparatus opener,300.0
535,organic,widget,2013-11-20 09:43:00,467.0,,organic widget,4.5
536,fuzzy,tool,2013-05-15 11:20:40,1524.0,,fuzzy tool,25.0
537,industrial-strength,contraption,2013-04-18 06:06:47,2756.0,how-to-manual,industrial-strength contraption how-to-manual,0.0
538,aerodynamic,widget,2013-03-21 16:22:41,762.0,storage_unit,aerodynamic widget storage_unit,10.5
539,glossy,tool,2013-11-18 21:00:16,3787.0,,glossy tool,30.0
540,organic,widget,2014-01-08 23:27:37,1453.0,charger,organic widget charger,0.9000000000000001
541,organic,apparatus,2013-10-26 03:37:28,3518.0,,organic apparatus,450.0
542,glossy,mechanism,2014-01-27 17:27:40,3461.0,warmer,glossy mechanism warmer,19.8
543,analog,device,2013-08-02 07:09:43,2063.0,,analog device,45.0
544,glossy,instrument,2013-08-25 15:39:17,2174.0,,glossy instrument,52.8
545,digital,tool,2014-01-31 02:40:10,1854.0,,digital tool,27.500000000000004
546,industrial-strength,device,2013-04-24 06:30:04,505.0,opener,industrial-strength device opener,75.0
547,analog,tool,2013-07-17 17:33:36,1363.0,how-to-manual,analog tool how-to-manual,0.0
548,,dongle,2013-07-12 11:16:55,1534.0,,dongle,30.0
549,,contraption,2013-09-08 03:42:18,251.0,charger,contraption charger,50.0
550,aerodynamic,module,2014-01-28 19:02:53,263.0,,aerodynamic module,140.0
551,extra-strength,gadget,2013-09-27 05:27:27,2413.0,carrying_case,extra-strength gadget carrying_case,106.8
552,fuzzy,module,2014-02-24 23:17:42,1657.0,,fuzzy module,100.0
553,reflective,widget,2013-06-22 05:33:56,805.0,warmer,reflective widget warmer,4.290000000000001
554,matte,mechanism,2013-05-02 16:02:08,1146.0,how-to-manual,matte mechanism how-to-manual,0.0
555,rechargable,instrument,2013-12-10 06:27:34,971.0,charger,rechargable instrument charger,11.44
556,prize-winning,dongle,2014-01-12 02:01:42,215.0,how-to-manual,prize-winning dongle how-to-manual,0.0
557,,module,2013-11-03 17:29:25,3938.0,opener,module opener,50.0
558,aerodynamic,device,2013-07-01 23:18:36,2406.0,storage_unit,aerodynamic device storage_unit,175.0
559,matte,module,2013-02-24 23:55:07,259.0,opener,matte module opener,62.5
560,digital,apparatus,2013-08-27 16:34:17,2936.0,,digital apparatus,330.0
561,analog,device,2013-04-19 09:12:07,3371.0,,analog device,45.0
562,analog,widget,2013-03-22 10:28:08,2373.0,cleaner,analog widget cleaner,1.62
563,rechargable,device,2013-10-16 04:30:58,1355.0,cleaner,rechargable device cleaner,39.0
564,industrial-strength,tool,2013-11-19 14:11:08,1187.0,carrying_case,industrial-strength tool carrying_case,45.0
565,,device,2013-05-21 05:17:24,2847.0,storage_unit,device storage_unit,125.0
566,rechargable,tool,2013-06-16 18:12:47,188.0,,rechargable tool,32.5
567,matte,instrument,2013-07-26 20:44:38,3129.0,charger,matte instrument charger,11.0
568,extra-strength,instrument,2013-10-18 15:44:42,2321.0,opener,extra-strength instrument opener,44.0
569,analog,dongle,2013-12-28 01:35:24,1699.0,,analog dongle,27.0
570,glossy,device,2013-08-09 15:57:03,828.0,warmer,glossy device warmer,66.0
571,reflective,device,2014-01-08 19:25:11,3023.0,wrapper,reflective device wrapper,26.0
572,miniature,instrument,2013-04-28 03:08:32,3271.0,refill,miniature instrument refill,19.360000000000003
573,rechargable,module,2013-06-03 06:15:35,1974.0,,rechargable module,130.0
574,fuzzy,gadget,2013-06-28 08:46:58,1798.0,,fuzzy gadget,89.0
575,miniature,device,2013-06-24 21:47:17,462.0,charger,miniature device charger,5.5
576,matte,gadget,2013-06-21 05:54:49,3685.0,how-to-manual,matte gadget how-to-manual,0.0
577,glossy,contraption,2013-05-28 06:33:14,3379.0,,glossy contraption,300.0
578,rechargable,widget,2013-12-13 09:19:36,1677.0,,rechargable widget,3.9
579,fuzzy,mechanism,2014-02-21 00:56:21,1788.0,charger,fuzzy mechanism charger,3.0
580,,apparatus,2013-03-10 11:18:05,1771.0,carrying_case,apparatus carrying_case,180.0
581,extra-strength,module,2013-06-08 15:23:32,911.0,how-to-manual,extra-strength module how-to-manual,0.0
582,extra-strength,gadget,2014-01-15 11:37:37,2022.0,how-to-manual,extra-strength gadget how-to-manual,0.0
583,matte,widget,2013-11-30 03:21:23,2989.0,,matte widget,3.75
584,reflective,tool,2013-09-27 10:19:40,2412.0,opener,reflective tool opener,16.25
585,digital,mechanism,2013-11-27 15:01:21,1511.0,warmer,digital mechanism warmer,18.15
586,analog,instrument,2014-02-08 20:07:47,2532.0,,analog instrument,39.6
587,extra-strength,gadget,2013-12-23 22:15:39,1637.0,,extra-strength gadget,178.0
588,miniature,tool,2013-12-29 04:40:44,1735.0,,miniature tool,13.750000000000002
589,extra-strength,module,2014-01-17 05:12:42,2192.0,,extra-strength module,200.0
590,aerodynamic,device,2013-05-12 15:19:01,1888.0,,aerodynamic device,70.0
591,extra-strength,widget,2013-11-18 18:15:02,2497.0,warmer,extra-strength widget warmer,6.6000000000000005
592,digital,apparatus,2013-03-15 17:36:06,1164.0,opener,digital apparatus opener,165.0
593,rechargable,module,2014-02-17 07:45:13,551.0,,rechargable module,130.0
594,fuzzy,dongle,2013-12-29 12:03:57,1037.0,carrying_case,fuzzy dongle carrying_case,18.0
595,analog,apparatus,2014-02-11 12:48:17,2845.0,,analog apparatus,270.0
596,matte,tool,2014-01-15 08:29:57,937.0,wrapper,matte tool wrapper,12.5
597,reflective,gadget,2013-03-20 02:27:28,540.0,wrapper,reflective gadget wrapper,46.28
598,matte,gadget,2014-02-10 17:52:10,1628.0,opener,matte gadget opener,55.625
599,prize-winning,contraption,2013-11-04 07:01:00,3506.0,cleaner,prize-winning contraption cleaner,165.0
600,extra-strength,widget,2013-10-22 05:14:29,13.0,opener,extra-strength widget opener,3.0
601,industrial-strength,widget,2014-01-07 00:15:53,2261.0,,industrial-strength widget,9.0
602,digital,apparatus,2013-07-05 14:25:31,1883.0,how-to-manual,digital apparatus how-to-manual,0.0
603,aerodynamic,tool,2013-11-21 23:40:52,388.0,cleaner,aerodynamic tool cleaner,21.0
604,organic,widget,2013-05-30 15:44:59,250.0,how-to-manual,organic widget how-to-manual,0.0
605,fuzzy,contraption,2013-12-25 16:16:01,1663.0,carrying_case,fuzzy contraption carrying_case,150.0
606,aerodynamic,contraption,2013-07-27 08:36:55,662.0,storage_unit,aerodynamic contraption storage_unit,875.0
607,fuzzy,gadget,2013-08-06 20:31:58,354.0,wrapper,fuzzy gadget wrapper,35.6
608,fuzzy,module,2013-09-22 15:42:02,3308.0,warmer,fuzzy module warmer,110.0
609,matte,module,2013-07-05 22:42:35,2526.0,refill,matte module refill,100.0
610,glossy,instrument,2013-09-24 03:27:04,3159.0,,glossy instrument,52.8
611,miniature,mechanism,2013-05-12 08:41:16,1251.0,wrapper,miniature mechanism wrapper,3.3000000000000003
612,fuzzy,widget,2013-07-28 04:59:45,2513.0,refill,fuzzy widget refill,2.4000000000000004
613,analog,mechanism,2014-02-15 06:22:04,1692.0,opener,analog mechanism opener,6.75
614,glossy,mechanism,2013-08-08 16:37:34,1480.0,refill,glossy mechanism refill,14.4
615,matte,contraption,2013-05-08 03:15:12,3124.0,opener,matte contraption opener,156.25
616,reflective,apparatus,2013-08-21 14:52:35,2855.0,cleaner,reflective apparatus cleaner,234.0
617,digital,module,2013-07-14 02:36:37,2923.0,wrapper,digital module wrapper,44.0
618,matte,tool,2013-03-29 20:53:01,1594.0,how-to-manual,matte tool how-to-manual,0.0
619,organic,tool,2013-08-08 13:10:27,438.0,opener,organic tool opener,18.75
620,rechargable,device,2013-06-17 10:00:56,3287.0,,rechargable device,65.0
621,rechargable,apparatus,2013-12-31 04:36:56,1987.0,,rechargable apparatus,390.0
622,,instrument,2014-02-24 11:23:42,2229.0,how-to-manual,instrument how-to-manual,0.0
623,rechargable,widget,2013-06-30 19:09:15,3469.0,warmer,rechargable widget warmer,4.290000000000001
624,,mechanism,2013-06-13 00:26:17,3865.0,,mechanism,15.0
625,,apparatus,2013-04-24 05:56:11,3996.0,warmer,apparatus warmer,330.0
626,matte,contraption,2013-06-10 20:04:47,1922.0,,matte contraption,312.5
